Day,Date,CodedDay,Zone,Weather,Temperature,Traffic
Saturday,01-07-34,3,4,10,33,4
Sunday,02-07-34,3,4,20,34,3
Monday,03-07-34,3,9,28,29,4
Tuesday,04-07-34,3,7,23,19,3
Wednesday,05-07-34,3,1,45,13,3
Thursday,06-07-34,3,1,19,17,2
Friday,07-07-34,3,6,42,21,2
Saturday,08-07-34,3,7,35,37,5
Sunday,09-07-34,3,10,31,40,3
Monday,10-07-34,3,1,48,20,2
Tuesday,11-07-34,3,9,47,13,5
Wednesday,12-07-34,3,3,47,14,3
Thursday,13-07-34,3,4,13,27,5
Friday,14-07-34,3,4,46,35,2
Saturday,15-07-34,3,4,11,9,1
Sunday,16-07-34,3,10,26,10,1
Monday,17-07-34,3,4,26,14,2
Tuesday,18-07-34,3,5,23,30,2
Wednesday,19-07-34,3,10,35,26,2
Thursday,20-07-34,3,5,29,10,4
Friday,21-07-34,3,7,37,24,3
Saturday,22-07-34,3,7,32,35,2
Sunday,23-07-34,3,3,24,9,5
Monday,24-07-34,3,3,27,21,2
Tuesday,25-07-34,3,6,13,19,5
Wednesday,26-07-34,3,5,14,10,4
Thursday,27-07-34,3,8,26,22,5
Friday,28-07-34,3,9,19,39,5
Saturday,29-07-34,3,1,31,29,4
Sunday,30-07-34,3,7,49,26,3
Monday,31-07-34,3,4,13,18,2
Tuesday,01-08-34,3,8,14,11,5
Wednesday,02-08-34,3,9,38,38,1
Thursday,03-08-34,3,5,20,9,2
Friday,04-08-34,3,7,43,23,2
Saturday,05-08-34,3,5,42,30,4
Sunday,06-08-34,3,1,33,34,3
Monday,07-08-34,3,6,32,10,5
Tuesday,08-08-34,3,8,30,41,4
Wednesday,09-08-34,3,2,31,27,2
Thursday,10-08-34,3,5,14,10,2
Friday,11-08-34,3,4,14,26,3
Saturday,12-08-34,3,1,45,19,3
Sunday,13-08-34,3,6,34,44,2
Monday,14-08-34,3,3,31,38,1
Tuesday,15-08-34,3,1,27,31,4
Wednesday,16-08-34,3,7,27,5,1
Thursday,17-08-34,3,5,47,6,4
Friday,18-08-34,3,7,49,31,2
Saturday,19-08-34,3,2,19,14,4
Sunday,20-08-34,3,3,18,5,2
Monday,21-08-34,3,7,22,11,1
Tuesday,22-08-34,3,8,50,10,2
Wednesday,23-08-34,3,5,32,45,3
Thursday,24-08-34,3,5,15,43,5
Friday,25-08-34,3,5,33,33,5
Saturday,26-08-34,3,7,19,16,5
Sunday,27-08-34,3,7,49,40,3
Monday,28-08-34,3,6,41,25,1
Tuesday,29-08-34,3,7,16,5,2
Wednesday,30-08-34,3,2,39,12,2
Thursday,31-08-34,3,8,49,7,3
Friday,01-09-34,3,2,14,36,5
Saturday,02-09-34,3,5,32,9,2
Sunday,03-09-34,3,1,48,26,5
Monday,04-09-34,3,10,32,16,3
Tuesday,05-09-34,3,3,30,11,2
Wednesday,06-09-34,3,8,26,39,2
Thursday,07-09-34,3,6,28,18,2
Friday,08-09-34,3,10,12,14,1
Saturday,09-09-34,3,6,34,40,2
Sunday,10-09-34,3,9,14,21,4
Monday,11-09-34,3,5,45,36,1
Tuesday,12-09-34,3,6,16,16,2
Wednesday,13-09-34,3,3,47,29,3
Thursday,14-09-34,3,5,22,18,5
Friday,15-09-34,3,5,31,42,2
Saturday,16-09-34,3,1,15,34,2
Sunday,17-09-34,3,10,42,23,1
Monday,18-09-34,3,6,21,45,3
Tuesday,19-09-34,3,8,36,45,3
Wednesday,20-09-34,3,6,43,40,4
Thursday,21-09-34,3,3,47,40,5
Friday,22-09-34,3,1,34,32,2
Saturday,23-09-34,3,7,49,33,3
Sunday,24-09-34,3,8,36,43,2
Monday,25-09-34,3,9,22,37,1
Tuesday,26-09-34,3,4,19,19,1
Wednesday,27-09-34,3,2,17,36,3
Thursday,28-09-34,3,9,42,21,3
Friday,29-09-34,3,8,15,13,4
Saturday,30-09-34,3,6,16,14,4
Sunday,01-10-34,3,4,21,20,1
Monday,02-10-34,3,9,15,23,1
Tuesday,03-10-34,3,1,30,30,2
Wednesday,04-10-34,3,3,24,10,1
Thursday,05-10-34,3,3,10,8,1
Friday,06-10-34,3,4,32,37,2
Saturday,07-10-34,3,7,49,26,3
Sunday,08-10-34,3,6,42,7,5
Monday,09-10-34,3,4,44,15,4
Tuesday,10-10-34,3,7,31,23,4
Wednesday,11-10-34,3,10,18,12,1
Thursday,12-10-34,3,7,50,26,3
Friday,13-10-34,3,9,27,20,3
Saturday,14-10-34,3,8,44,36,5
Sunday,15-10-34,3,7,20,12,1
Monday,16-10-34,3,6,22,21,1
Tuesday,17-10-34,3,6,38,38,1
Wednesday,18-10-34,3,1,23,24,5
Thursday,19-10-34,3,7,33,28,2
Friday,20-10-34,3,8,23,16,3
Saturday,21-10-34,3,10,12,34,2
Sunday,22-10-34,3,5,38,36,2
Monday,23-10-34,3,7,21,19,4
Tuesday,24-10-34,3,3,50,16,3
Wednesday,25-10-34,3,6,12,18,2
Thursday,26-10-34,3,2,28,22,2
Friday,27-10-34,3,5,47,19,1
Saturday,28-10-34,3,9,29,41,4
Sunday,29-10-34,3,8,17,24,4
Monday,30-10-34,3,10,43,43,5
Tuesday,31-10-34,3,5,23,17,4
Wednesday,01-11-34,3,1,16,44,4
Thursday,02-11-34,3,8,27,8,5
Friday,03-11-34,3,9,13,43,4
Saturday,04-11-34,3,10,12,5,5
Sunday,05-11-34,3,6,28,26,2
Monday,06-11-34,3,6,35,36,5
Tuesday,07-11-34,3,6,23,31,2
Wednesday,08-11-34,3,6,30,5,1
Thursday,09-11-34,3,9,45,33,5
Friday,10-11-34,3,9,28,20,4
Saturday,11-11-34,3,3,43,35,1
Sunday,12-11-34,3,5,12,10,1
Monday,13-11-34,3,5,40,30,5
Tuesday,14-11-34,3,5,45,33,1
Wednesday,15-11-34,3,3,11,33,1
Thursday,16-11-34,3,10,25,35,4
Friday,17-11-34,3,6,11,31,1
Saturday,18-11-34,3,7,18,43,4
Sunday,19-11-34,3,4,32,27,4
Monday,20-11-34,3,10,10,5,4
Tuesday,21-11-34,3,1,36,22,1
Wednesday,22-11-34,3,7,13,18,4
Thursday,23-11-34,3,1,48,15,2
Friday,24-11-34,3,5,17,28,4
Saturday,25-11-34,3,5,44,36,1
Sunday,26-11-34,3,6,32,6,2
Monday,27-11-34,3,3,48,18,3
Tuesday,28-11-34,3,3,50,44,2
Wednesday,29-11-34,3,8,43,17,2
Thursday,30-11-34,3,2,31,40,2
Friday,01-12-34,3,9,27,32,2
Saturday,02-12-34,3,10,36,39,4
Sunday,03-12-34,3,8,40,29,1
Monday,04-12-34,3,7,47,22,5
Tuesday,05-12-34,3,10,48,7,1
Wednesday,06-12-34,3,6,19,20,1
Thursday,07-12-34,3,7,10,35,2
Friday,08-12-34,3,7,33,11,1
Saturday,09-12-34,3,10,35,18,4
Sunday,10-12-34,3,9,11,42,4
Monday,11-12-34,3,9,20,5,4
Tuesday,12-12-34,3,6,10,43,3
Wednesday,13-12-34,3,6,13,18,4
Thursday,14-12-34,3,4,21,15,1
Friday,15-12-34,3,6,33,14,1
Saturday,16-12-34,3,6,26,13,5
Sunday,17-12-34,3,10,32,40,4
Monday,18-12-34,3,9,14,6,1
Tuesday,19-12-34,3,7,43,44,4
Wednesday,20-12-34,3,10,28,40,4
Thursday,21-12-34,3,2,25,26,4
Friday,22-12-34,3,3,44,44,4
Saturday,23-12-34,3,10,16,13,2
Sunday,24-12-34,3,10,24,30,1
Monday,25-12-34,3,8,19,17,2
Tuesday,26-12-34,3,7,16,39,4
Wednesday,27-12-34,3,3,10,22,4
Thursday,28-12-34,3,2,30,28,1
Friday,29-12-34,3,10,11,38,4
Saturday,30-12-34,3,10,43,44,1
Sunday,31-12-34,3,5,36,7,2
Monday,01-01-35,3,8,19,16,4
Tuesday,02-01-35,3,1,31,41,4
Wednesday,03-01-35,3,5,10,33,3
Thursday,04-01-35,3,4,40,31,2
Friday,05-01-35,3,8,10,24,5
Saturday,06-01-35,3,9,31,27,2
Sunday,07-01-35,3,3,16,17,3
Monday,08-01-35,3,10,32,41,2
Tuesday,09-01-35,3,8,13,34,5
Wednesday,10-01-35,3,7,49,31,3
Thursday,11-01-35,3,6,49,31,4
Friday,12-01-35,3,2,14,42,5
Saturday,13-01-35,3,9,26,11,3
Sunday,14-01-35,3,8,49,19,1
Monday,15-01-35,3,5,41,7,4
Tuesday,16-01-35,3,1,31,32,5
Wednesday,17-01-35,3,4,45,30,1
Thursday,18-01-35,3,10,34,43,2
Friday,19-01-35,3,9,35,32,3
Saturday,20-01-35,3,5,35,14,1
Sunday,21-01-35,3,10,28,8,1
Monday,22-01-35,3,5,50,45,3
Tuesday,23-01-35,3,7,25,13,1
Wednesday,24-01-35,3,1,36,30,1
Thursday,25-01-35,3,1,41,36,1
Friday,26-01-35,3,4,27,16,2
Saturday,27-01-35,3,7,26,20,3
Sunday,28-01-35,3,9,25,18,2
Monday,29-01-35,3,9,48,34,3
Tuesday,30-01-35,3,3,36,42,2
Wednesday,31-01-35,3,10,35,34,3
Thursday,01-02-35,3,2,10,36,3
Friday,02-02-35,3,1,35,21,5
Saturday,03-02-35,3,3,20,33,4
Sunday,04-02-35,3,8,49,30,3
Monday,05-02-35,3,9,39,38,2
Tuesday,06-02-35,3,1,32,18,1
Wednesday,07-02-35,3,10,35,24,3
Thursday,08-02-35,3,2,14,7,1
Friday,09-02-35,3,8,36,36,4
Saturday,10-02-35,3,9,40,8,1
Sunday,11-02-35,3,5,19,35,1
Monday,12-02-35,3,8,26,44,5
Tuesday,13-02-35,3,10,48,44,4
Wednesday,14-02-35,3,5,26,24,1
Thursday,15-02-35,3,9,32,42,1
Friday,16-02-35,3,6,42,8,3
Saturday,17-02-35,3,3,21,40,3
Sunday,18-02-35,3,8,39,33,4
Monday,19-02-35,3,1,30,17,2
Tuesday,20-02-35,3,9,17,22,3
Wednesday,21-02-35,3,9,36,42,5
Thursday,22-02-35,3,10,33,40,1
Friday,23-02-35,3,4,30,41,3
Saturday,24-02-35,3,5,17,5,1
Sunday,25-02-35,3,9,34,27,1
Monday,26-02-35,3,6,35,45,2
Tuesday,27-02-35,3,6,30,24,3
Wednesday,28-02-35,3,2,17,14,4
Thursday,01-03-35,3,9,33,35,3
Friday,02-03-35,3,8,26,31,5
Saturday,03-03-35,3,2,40,23,3
Sunday,04-03-35,3,8,30,26,1
Monday,05-03-35,3,7,22,32,4
Tuesday,06-03-35,3,1,42,38,4
Wednesday,07-03-35,3,9,31,21,1
Thursday,08-03-35,3,9,40,15,2
Friday,09-03-35,3,4,18,9,3
Saturday,10-03-35,3,4,32,17,2
Sunday,11-03-35,3,8,46,12,1
Monday,12-03-35,3,5,34,42,1
Tuesday,13-03-35,3,1,42,41,5
Wednesday,14-03-35,3,7,36,23,5
Thursday,15-03-35,3,8,14,14,1
Friday,16-03-35,3,7,23,27,5
Saturday,17-03-35,3,2,26,24,2
Sunday,18-03-35,3,5,34,42,5
Monday,19-03-35,3,3,41,22,5
Tuesday,20-03-35,3,10,32,6,4
Wednesday,21-03-35,3,5,21,40,2
Thursday,22-03-35,3,3,16,37,1
Friday,23-03-35,3,9,40,42,4
Saturday,24-03-35,3,2,50,44,4
Sunday,25-03-35,3,4,21,38,5
Monday,26-03-35,3,10,13,42,5
Tuesday,27-03-35,3,6,21,30,2
Wednesday,28-03-35,3,6,12,11,1
Thursday,29-03-35,3,8,14,7,4
Friday,30-03-35,3,9,38,21,3
Saturday,31-03-35,3,5,41,19,3
Sunday,01-04-35,3,4,36,18,3
Monday,02-04-35,3,3,24,40,4
Tuesday,03-04-35,3,6,16,18,1
Wednesday,04-04-35,3,4,16,33,2
Thursday,05-04-35,3,9,28,44,1
Friday,06-04-35,3,10,47,29,4
Saturday,07-04-35,3,5,42,13,4
Sunday,08-04-35,3,4,15,15,2
Monday,09-04-35,3,7,48,22,3
Tuesday,10-04-35,3,1,34,33,1
Wednesday,11-04-35,3,7,12,17,1
Thursday,12-04-35,3,10,42,19,2
Friday,13-04-35,3,3,17,23,3
Saturday,14-04-35,3,2,19,11,1
Sunday,15-04-35,3,10,48,39,2
Monday,16-04-35,3,7,46,6,1
Tuesday,17-04-35,3,7,20,35,4
Wednesday,18-04-35,3,4,49,10,3
Thursday,19-04-35,3,5,21,5,3
Friday,20-04-35,3,10,36,31,5
Saturday,21-04-35,3,7,30,26,1
Sunday,22-04-35,3,3,36,15,4
Monday,23-04-35,3,4,16,12,5
Tuesday,24-04-35,3,6,14,7,5
Wednesday,25-04-35,3,9,32,30,5
Thursday,26-04-35,3,10,30,42,3
Friday,27-04-35,3,3,36,17,2
Saturday,28-04-35,3,6,11,40,2
Sunday,29-04-35,3,5,14,12,1
Monday,30-04-35,3,7,50,42,5
Tuesday,01-05-35,3,5,31,42,4
Wednesday,02-05-35,3,1,18,17,5
Thursday,03-05-35,3,9,33,24,1
Friday,04-05-35,3,7,42,32,3
Saturday,05-05-35,3,4,19,10,2
Sunday,06-05-35,3,3,25,16,3
Monday,07-05-35,3,8,15,26,5
Tuesday,08-05-35,3,5,41,39,5
Wednesday,09-05-35,3,7,14,42,1
Thursday,10-05-35,3,6,48,36,4
Friday,11-05-35,3,2,25,38,5
Saturday,12-05-35,3,5,23,25,4
Sunday,13-05-35,3,1,49,5,4
Monday,14-05-35,3,10,34,16,3
Tuesday,15-05-35,3,6,50,29,4
Wednesday,16-05-35,3,1,36,17,2
Thursday,17-05-35,3,8,24,31,2
Friday,18-05-35,3,5,12,15,1
Saturday,19-05-35,3,10,29,22,3
Sunday,20-05-35,3,7,28,16,5
Monday,21-05-35,3,7,38,14,1
Tuesday,22-05-35,3,7,12,31,1
Wednesday,23-05-35,3,3,50,43,2
Thursday,24-05-35,3,2,21,42,3
Friday,25-05-35,3,5,26,38,2
Saturday,26-05-35,3,5,26,28,2
Sunday,27-05-35,3,10,40,19,1
Monday,28-05-35,3,7,31,31,3
Tuesday,29-05-35,3,5,35,34,3
Wednesday,30-05-35,3,3,39,23,1
Thursday,31-05-35,3,1,42,28,3
Friday,01-06-35,3,5,33,25,4
Saturday,02-06-35,3,4,23,40,5
Sunday,03-06-35,3,7,17,31,1
Monday,04-06-35,3,2,48,35,3
Tuesday,05-06-35,3,5,13,26,3
Wednesday,06-06-35,3,2,34,32,4
Thursday,07-06-35,3,4,40,11,4
Friday,08-06-35,3,6,38,23,4
Saturday,09-06-35,3,8,15,23,3
Sunday,10-06-35,3,6,44,14,4
Monday,11-06-35,3,9,30,16,1
Tuesday,12-06-35,3,6,34,7,2
Wednesday,13-06-35,3,5,25,9,1
Thursday,14-06-35,3,5,11,16,3
Friday,15-06-35,3,7,13,23,1
Saturday,16-06-35,3,3,34,14,2
Sunday,17-06-35,3,9,46,13,5
Monday,18-06-35,3,6,12,10,4
Tuesday,19-06-35,3,2,39,45,3
Wednesday,20-06-35,3,6,13,40,5
Thursday,21-06-35,3,10,34,12,2
Friday,22-06-35,3,8,37,21,3
Saturday,23-06-35,3,5,35,33,3
Sunday,24-06-35,3,2,47,38,1
Monday,25-06-35,3,2,23,12,2
Tuesday,26-06-35,3,8,15,26,5
Wednesday,27-06-35,3,1,28,20,5
Thursday,28-06-35,3,1,50,19,4
Friday,29-06-35,3,5,26,26,5
Saturday,30-06-35,3,9,33,43,1
Sunday,01-07-35,3,10,10,43,1
Monday,02-07-35,3,4,30,26,2
Tuesday,03-07-35,3,6,26,8,4
Wednesday,04-07-35,3,2,40,9,4
Thursday,05-07-35,3,4,44,33,4
Friday,06-07-35,3,5,29,5,1
Saturday,07-07-35,3,7,50,16,5
Sunday,08-07-35,3,3,48,31,4
Monday,09-07-35,3,10,20,37,4
Tuesday,10-07-35,3,8,28,40,3
Wednesday,11-07-35,3,6,44,29,1
Thursday,12-07-35,3,3,40,37,2
Friday,13-07-35,3,4,22,25,4
Saturday,14-07-35,3,1,12,16,4
Sunday,15-07-35,3,2,37,6,5
Monday,16-07-35,3,9,32,24,4
Tuesday,17-07-35,3,8,22,14,2
Wednesday,18-07-35,3,1,27,17,3
Thursday,19-07-35,3,6,28,30,3
Friday,20-07-35,3,7,12,6,3
Saturday,21-07-35,3,9,28,16,3
Sunday,22-07-35,3,7,47,38,5
Monday,23-07-35,3,10,46,5,2
Tuesday,24-07-35,3,7,25,33,2
Wednesday,25-07-35,3,2,22,36,2
Thursday,26-07-35,3,6,41,30,4
Friday,27-07-35,3,3,20,28,4
Saturday,28-07-35,3,6,48,6,2
Sunday,29-07-35,3,3,33,10,5
Monday,30-07-35,3,7,23,44,3
Tuesday,31-07-35,3,7,46,35,2
Wednesday,01-08-35,3,3,29,41,1
Thursday,02-08-35,3,7,41,18,2
Friday,03-08-35,3,5,36,38,5
Saturday,04-08-35,3,9,49,26,3
Sunday,05-08-35,3,7,44,42,2
Monday,06-08-35,3,7,42,41,2
Tuesday,07-08-35,3,1,16,20,2
Wednesday,08-08-35,3,3,14,25,5
Thursday,09-08-35,3,4,10,15,2
Friday,10-08-35,3,5,50,9,3
Saturday,11-08-35,3,9,48,43,5
Sunday,12-08-35,3,2,28,24,3
Monday,13-08-35,3,1,28,11,3
Tuesday,14-08-35,3,7,45,40,4
Wednesday,15-08-35,3,5,30,13,2
Thursday,16-08-35,3,7,50,38,2
Friday,17-08-35,3,3,47,28,2
Saturday,18-08-35,3,10,30,7,2
Sunday,19-08-35,3,2,50,38,2
Monday,20-08-35,3,9,34,37,2
Tuesday,21-08-35,3,1,34,34,1
Wednesday,22-08-35,3,6,17,40,2
Thursday,23-08-35,3,9,44,19,1
Friday,24-08-35,3,6,38,30,3
Saturday,25-08-35,3,4,28,39,3
Sunday,26-08-35,3,10,29,14,2
Monday,27-08-35,3,3,13,26,2
Tuesday,28-08-35,3,1,14,44,3
Wednesday,29-08-35,3,7,20,34,2
Thursday,30-08-35,3,5,18,26,4
Friday,31-08-35,3,7,37,20,5
Saturday,01-09-35,3,2,17,12,1
Sunday,02-09-35,3,10,16,34,2
Monday,03-09-35,3,10,36,21,3
Tuesday,04-09-35,3,8,42,9,2
Wednesday,05-09-35,3,8,29,25,5
Thursday,06-09-35,3,8,11,36,3
Friday,07-09-35,3,3,45,30,2
Saturday,08-09-35,3,8,29,24,3
Sunday,09-09-35,3,1,14,18,4
Monday,10-09-35,3,6,47,44,5
Tuesday,11-09-35,3,4,30,21,2
Wednesday,12-09-35,3,8,12,15,1
Thursday,13-09-35,3,10,20,23,1
Friday,14-09-35,3,6,43,23,4
Saturday,15-09-35,3,7,33,30,4
Sunday,16-09-35,3,9,20,15,4
Monday,17-09-35,3,8,35,40,2
Tuesday,18-09-35,3,2,19,30,1
Wednesday,19-09-35,3,1,12,19,2
Thursday,20-09-35,3,1,24,32,3
Friday,21-09-35,3,1,39,19,1
Saturday,22-09-35,3,7,41,22,5
Sunday,23-09-35,3,4,15,39,3
Monday,24-09-35,3,7,21,43,1
Tuesday,25-09-35,3,7,11,38,2
Wednesday,26-09-35,3,3,21,7,2
Thursday,27-09-35,3,6,44,33,3
Friday,28-09-35,3,6,41,40,1
Saturday,29-09-35,3,4,18,9,4
Sunday,30-09-35,3,8,16,41,3
Monday,01-10-35,3,10,35,28,3
Tuesday,02-10-35,3,7,20,20,2
Wednesday,03-10-35,3,3,11,44,1
Thursday,04-10-35,3,8,23,41,1
Friday,05-10-35,3,4,29,29,4
Saturday,06-10-35,3,6,17,45,2
Sunday,07-10-35,3,1,16,22,5
Monday,08-10-35,3,10,15,44,1
Tuesday,09-10-35,3,3,48,34,3
Wednesday,10-10-35,3,3,43,30,5
Thursday,11-10-35,3,4,35,34,3
Friday,12-10-35,3,6,24,16,4
Saturday,13-10-35,3,7,47,26,5
Sunday,14-10-35,3,7,29,40,2
Monday,15-10-35,3,2,41,23,4
Tuesday,16-10-35,3,1,15,25,5
Wednesday,17-10-35,3,2,35,10,2
Thursday,18-10-35,3,1,22,10,5
Friday,19-10-35,3,1,30,7,3
Saturday,20-10-35,3,3,22,10,4
Sunday,21-10-35,3,4,21,33,5
Monday,22-10-35,3,2,44,12,3
Tuesday,23-10-35,3,1,17,14,2
Wednesday,24-10-35,3,4,47,31,2
Thursday,25-10-35,3,2,14,21,5
Friday,26-10-35,3,7,27,33,5
Saturday,27-10-35,3,2,49,25,2
Sunday,28-10-35,3,10,12,7,3
Monday,29-10-35,3,9,49,22,1
Tuesday,30-10-35,3,9,26,16,5
Wednesday,31-10-35,3,7,18,23,1
Thursday,01-11-35,3,6,43,19,4
Friday,02-11-35,3,4,29,32,1
Saturday,03-11-35,3,4,10,38,3
Sunday,04-11-35,3,1,48,33,1
Monday,05-11-35,3,7,19,23,2
Tuesday,06-11-35,3,9,33,25,2
Wednesday,07-11-35,3,6,33,33,2
Thursday,08-11-35,3,7,48,16,4
Friday,09-11-35,3,10,24,14,3
Saturday,10-11-35,3,7,50,27,1
Sunday,11-11-35,3,8,13,32,3
Monday,12-11-35,3,1,50,8,1
Tuesday,13-11-35,3,4,48,27,5
Wednesday,14-11-35,3,9,12,21,3
Thursday,15-11-35,3,5,30,11,2
Friday,16-11-35,3,7,34,5,1
Saturday,17-11-35,3,8,42,38,5
Sunday,18-11-35,3,10,28,25,5
Monday,19-11-35,3,9,26,20,5
Tuesday,20-11-35,3,9,28,28,1
Wednesday,21-11-35,3,7,12,12,5
Thursday,22-11-35,3,2,40,45,3
Friday,23-11-35,3,3,21,37,3
Saturday,24-11-35,3,8,33,44,3
Sunday,25-11-35,3,8,13,5,3
Monday,26-11-35,3,7,29,23,3
Tuesday,27-11-35,3,7,15,36,4
Wednesday,28-11-35,3,4,37,41,4
Thursday,29-11-35,3,9,45,12,5
Friday,30-11-35,3,5,29,19,3
Saturday,01-12-35,3,8,29,22,3
Sunday,02-12-35,3,9,46,11,5
Monday,03-12-35,3,3,41,38,1
Tuesday,04-12-35,3,5,38,43,1
Wednesday,05-12-35,3,6,41,27,3
Thursday,06-12-35,3,8,36,39,2
Friday,07-12-35,3,6,20,13,1
Saturday,08-12-35,3,8,27,13,4
Sunday,09-12-35,3,8,46,45,5
Monday,10-12-35,3,5,36,10,2
Tuesday,11-12-35,3,8,47,8,2
Wednesday,12-12-35,3,8,25,15,2
Thursday,13-12-35,3,3,42,37,4
Friday,14-12-35,3,1,48,20,1
Saturday,15-12-35,3,7,47,23,4
Sunday,16-12-35,3,6,45,24,1
Monday,17-12-35,3,2,19,24,1
Tuesday,18-12-35,3,3,11,31,4
Wednesday,19-12-35,3,2,31,12,5
Thursday,20-12-35,3,2,39,17,5
Friday,21-12-35,3,6,40,36,4
Saturday,22-12-35,3,2,12,16,2
Sunday,23-12-35,3,10,36,29,3
Monday,24-12-35,3,10,18,12,4
Tuesday,25-12-35,3,6,26,5,4
Wednesday,26-12-35,3,6,28,43,2
Thursday,27-12-35,3,8,35,13,3
Friday,28-12-35,3,4,29,19,2
Saturday,29-12-35,3,10,37,5,1
Sunday,30-12-35,3,2,14,33,2
Monday,31-12-35,3,5,19,9,5
Tuesday,01-01-36,3,6,42,43,1
Wednesday,02-01-36,3,6,33,25,4
Thursday,03-01-36,3,7,34,45,4
Friday,04-01-36,3,8,31,6,2
Saturday,05-01-36,3,1,24,15,4
Sunday,06-01-36,3,3,20,43,4
Monday,07-01-36,3,10,36,24,5
Tuesday,08-01-36,3,2,42,17,4
Wednesday,09-01-36,3,7,25,19,4
Thursday,10-01-36,3,7,11,33,5
Friday,11-01-36,3,9,12,34,3
Saturday,12-01-36,3,2,15,29,2
Sunday,13-01-36,3,8,14,19,3
Monday,14-01-36,3,9,36,13,5
Tuesday,15-01-36,3,6,22,17,1
Wednesday,16-01-36,3,3,39,23,5
Thursday,17-01-36,3,8,19,41,5
Friday,18-01-36,3,7,29,35,5
Saturday,19-01-36,3,10,42,13,4
Sunday,20-01-36,3,9,32,26,1
Monday,21-01-36,3,7,14,19,4
Tuesday,22-01-36,3,2,19,40,5
Wednesday,23-01-36,3,9,45,39,2
Thursday,24-01-36,3,3,42,14,3
Friday,25-01-36,3,7,49,31,3
Saturday,26-01-36,3,6,49,35,3
Sunday,27-01-36,3,4,27,28,2
Monday,28-01-36,3,8,15,45,3
Tuesday,29-01-36,3,5,17,41,5
Wednesday,30-01-36,3,10,32,11,4
Thursday,31-01-36,3,7,21,8,3
Friday,01-02-36,3,5,28,13,5
Saturday,02-02-36,3,4,12,27,5
Sunday,03-02-36,3,9,12,5,3
Monday,04-02-36,3,2,25,42,4
Tuesday,05-02-36,3,3,41,5,2
Wednesday,06-02-36,3,2,49,16,4
Thursday,07-02-36,3,10,30,33,1
Friday,08-02-36,3,7,15,13,2
Saturday,09-02-36,3,2,30,45,3
Sunday,10-02-36,3,4,32,35,1
Monday,11-02-36,3,10,38,26,5
Tuesday,12-02-36,3,2,19,25,2
Wednesday,13-02-36,3,3,11,19,1
Thursday,14-02-36,3,5,24,14,3
Friday,15-02-36,3,9,41,8,4
Saturday,16-02-36,3,6,43,35,2
Sunday,17-02-36,3,9,14,20,2
Monday,18-02-36,3,1,40,40,5
Tuesday,19-02-36,3,9,17,30,4
Wednesday,20-02-36,3,7,39,18,4
Thursday,21-02-36,3,7,16,41,5
Friday,22-02-36,3,3,38,16,3
Saturday,23-02-36,3,7,26,14,1
Sunday,24-02-36,3,7,30,31,2
Monday,25-02-36,3,8,39,27,4
Tuesday,26-02-36,3,9,27,8,4
Wednesday,27-02-36,3,5,20,35,1
Thursday,28-02-36,3,1,48,8,4
Friday,29-02-36,3,7,48,38,4
Saturday,01-03-36,3,2,37,34,1
Sunday,02-03-36,3,3,44,22,1
Monday,03-03-36,3,7,18,18,2
Tuesday,04-03-36,3,6,37,22,5
Wednesday,05-03-36,3,4,26,45,4
Thursday,06-03-36,3,3,23,6,4
Friday,07-03-36,3,10,15,9,4
Saturday,08-03-36,3,8,40,5,3
Sunday,09-03-36,3,3,41,34,1
Monday,10-03-36,3,3,24,13,1
Tuesday,11-03-36,3,8,31,35,3
Wednesday,12-03-36,3,6,46,21,4
Thursday,13-03-36,3,8,42,43,2
Friday,14-03-36,3,10,11,30,5
Saturday,15-03-36,3,4,33,34,2
Sunday,16-03-36,3,4,21,14,5
Monday,17-03-36,3,1,50,28,3
Tuesday,18-03-36,3,8,19,26,5
Wednesday,19-03-36,3,2,35,6,1
Thursday,20-03-36,3,3,44,29,3
Friday,21-03-36,3,5,16,11,4
Saturday,22-03-36,3,9,16,28,5
Sunday,23-03-36,3,8,30,20,4
Monday,24-03-36,3,10,32,23,2
Tuesday,25-03-36,3,1,49,26,5
Wednesday,26-03-36,3,7,49,14,5
Thursday,27-03-36,3,6,30,26,2
Friday,28-03-36,3,1,16,26,4
Saturday,29-03-36,3,1,31,9,4
Sunday,30-03-36,3,1,23,10,5
Monday,31-03-36,3,10,50,10,3
Tuesday,01-04-36,3,2,50,12,2
Wednesday,02-04-36,3,6,22,11,5
Thursday,03-04-36,3,3,22,40,4
Friday,04-04-36,3,2,17,31,1
Saturday,05-04-36,3,5,19,29,1
Sunday,06-04-36,3,8,37,43,5
Monday,07-04-36,3,5,26,11,3
Tuesday,08-04-36,3,3,47,9,2
Wednesday,09-04-36,3,5,42,5,1
Thursday,10-04-36,3,1,36,20,2
Friday,11-04-36,3,8,27,29,5
Saturday,12-04-36,3,1,26,27,3
Sunday,13-04-36,3,4,13,27,3
Monday,14-04-36,3,10,30,10,1
Tuesday,15-04-36,3,4,28,23,4
Wednesday,16-04-36,3,5,42,14,1
Thursday,17-04-36,3,1,24,34,3
Friday,18-04-36,3,10,50,6,5
Saturday,19-04-36,3,7,37,35,3
Sunday,20-04-36,3,7,18,9,2
Monday,21-04-36,3,4,33,41,5
Tuesday,22-04-36,3,9,40,13,3
Wednesday,23-04-36,3,1,22,36,4
Thursday,24-04-36,3,2,49,35,3
Friday,25-04-36,3,3,38,8,1
